title,media,date,datetime,desc,link,img,textBlob polarity,textBlob subjectivity,vader polarity
British PM Boris Johnson dodges internal rebellion on ...,The Straits Times,"Sep 30, 2020",2020-09-30,LONDON (AFP) - British Prime Minister Boris Johnson was spared a rebellion by his own MPs over coronavirus regulations on Wednesday (Sept 30) but the ...,https://www.straitstimes.com/world/europe/british-pm-boris-johnson-dodges-internal-rebellion-on-coronavirus-rules,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.128
Coronavirus: Millions cram into China's airlines as virus ...,The Straits Times,"Sep 30, 2020",2020-09-30,"Coronavirus: Millions cram into China's airlines as virus torments other carriers. Passengers at Pudong International Airport in Shanghai on Sept 29, 2020.",https://www.straitstimes.com/asia/east-asia/coronavirus-millions-cram-into-chinas-airlines-as-virus-torments-others,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"New adviser giving Trump bad information on coronavirus, top ...",CNA,"Sep 29, 2020",2020-09-29,"New adviser giving Trump bad information on coronavirus, top US officials say. A health worker takes a swab sample from a man to test for the coronavirus disease ...",https://www.channelnewsasia.com/news/world/covid-19-coronavirus-trump-adviser-atlas-bad-information-fauci-13158390,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.021212121212121165,0.5404040404040403,-0.0772
Coronavirus: Fed to extend curbs on bank dividends and ...,Financial Times,"Sep 29, 2020",2020-09-29,Spain's government plans to impose new coronavirus restrictions throughout the country. The move — which would impose restrictions on movements and ...,https://www.ft.com/content/30b18121-7592-3cb2-8703-2cd45923ae48,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.1779
Beijing asks frozen food importers to shun countries with ...,The Straits Times,"Sep 28, 2020",2020-09-28,"""Customs and local governments have repeatedly detected the coronavirus in imported cold chain food, proving it risks contamination,"" the Beijing Municipal ...",https://www.straitstimes.com/asia/east-asia/beijing-asks-frozen-food-importers-to-shun-countries-with-severe-coronavirus,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
World News Day: Coronavirus thrives and agonises in fast ...,The Straits Times,"Sep 28, 2020",2020-09-28,"World News Day: Coronavirus thrives and agonises in fast spreading infodemic. Bogus remedies, misinformation, rumours and conspiracy theories – the Internet ...",https://www.straitstimes.com/singapore/virus-thrives-and-agonises-in-fast-spreading-infodemic,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.2,0.6,-0.5267
"Coronavirus: Time to resume travel, with certain precautions in ...",The Straits Times,"Sep 28, 2020",2020-09-28,INCOMING TOURISTS. One way to handle incoming visitors would be to not quarantine them if their visit is limited to certain areas and to have precautions taken ...,https://www.straitstimes.com/singapore/time-to-resume-travel-with-certain-precautions-in-place,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.21428571428571427,0.5714285714285714,0.2732
"Antarctica, the only continent without coronavirus, braces for summer rotation",CNBC,"Sep 27, 2020",2020-09-27,"Antarctica, the coldest and most isolated part of the world, is the only continent still untouched by the coronavirus. But as Antarctica's harsh winter comes to a ...",https://www.cnbc.com/2020/09/27/antarctica-the-only-continent-without-coronavirus-braces-for-summer.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,1.0,0.0
"Coronavirus: Week of Sept. 20 to Sept. 26, China halts ...",Nikkei Asian Review,"Sep 26, 2020",2020-09-26,The Nikkei Asian Review is tracking the spread of the new coronavirus that originated in the central Chinese city of Wuhan. Global cases have reached ...,https://asia.nikkei.com/Spotlight/Coronavirus/Coronavirus-Free-to-read/Coronavirus-Week-of-Sept.-20-to-Sept.-26-China-halts-seafood-imports-from-Russian-vessels,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Coronavirus: Targeted quarantine cuts number isolated at dorms,The Straits Times,"Sep 26, 2020",2020-09-26,"Coronavirus: Targeted quarantine cuts number isolated at dorms. Only a smaller group will be segregated if a worker tests positive, minimising disruptions.",https://www.straitstimes.com/singapore/targeted-quarantine-cuts-number-isolated-at-dorms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.4939
"Coronavirus ravages Latin America's working class, Mexico ...",The Straits Times,"Sep 25, 2020",2020-09-25,"On Thursday, the Health Ministry reported 490 further fatalities attributed to the highly contagious respiratory disease caused by the novel coronavirus, putting total ...",https://www.straitstimes.com/world/americas/coronavirus-ravages-latin-americas-working-class-mexico-deaths-pass-75000,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"Coronavirus: Target, Kohl's prepare for holidays dominated by online sales amid the pandemic",CNBC,"Sep 25, 2020",2020-09-25,"Coronavirus: Target, Kohl's prepare for holidays dominated by online sales amid the pandemic. CNBC.com staff. The coverage on this live blog has ended — but ...",https://www.cnbc.com/2020/09/24/coronavirus-live-updates.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.3818
"Coronavirus: Target, Kohl's prepare for holidays dominated by online sales amid the pandemic",CNBC,"Sep 25, 2020",2020-09-25,"Coronavirus: Target, Kohl's prepare for holidays dominated by online sales amid the pandemic. CNBC.com staff. The coverage on this live blog has ended — but ...",https://www.cnbc.com/2020/09/24/coronavirus-live-updates.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.3818
Exclusive: A New Coronavirus School Dashboard Tracks Infections,NPR,"Sep 23, 2020",2020-09-23,"A new national effort asks K-12 schools to voluntarily — and anonymously — report their confirmed and suspected coronavirus cases, along with the safety ...",https://www.npr.org/2020/09/23/915738935/new-dashboard-tracks-coronavirus-cases-in-schools-across-47-states,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.13636363636363635,0.45454545454545453,0.128
Coronavirus response for Spain,,"Sep 23, 2020",2020-09-23,The European Commission stands ready to support Spanish regions and all Member States thanks to the Coronavirus Response Investment Initiative (CRII).”.,https://ec.europa.eu/commission/presscorner/detail/en/ip_20_1718,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
PM Commons statement on coronavirus: 22 September 2020 ...,GOV.UK,"Sep 22, 2020",2020-09-22,"A month ago, on average around a thousand people across the UK were testing positive for Coronavirus every day. The latest figure has almost quadrupled to ...",https://www.gov.uk/government/speeches/pm-commons-statement-on-coronavirus-22-september-2020,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
