title,media,date,datetime,desc,link,img,textBlob polarity,textBlob subjectivity,vader polarity
Facebook bows to Singapore's 'fake news' law with post 'correction',BBC News,"Nov 30, 2019",2019-11-30,Home · Coronavirus · Video · World · US & Canada · UK · Business · Tech · Science · Stories · Entertainment & Arts. More. Health · In Pictures · Reality Check ...,https://www.bbc.com/news/world-asia-50613341,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.5,1.0,-0.4767
Why does Texas-based USAA have an ‘F’ rating from the BBB? And why doesn’t the company seem to care?,The Dallas Morning News,"Nov 29, 2019",2019-11-29,Sign In. My Account · Newspaper Archive · Today's ePaper; Sign In; Contact Us · Loyalty Rewards · Subscribe. Sections. Coronavirus · News · Business · Sports ...,https://www.dallasnews.com/news/watchdog/2019/11/29/why-does-texas-based-usaa-have-an-f-rating-from-the-bbb-and-why-doesnt-the-company-seem-to-care/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.5514
"Meet Charli D'Amelio, TikTok's newest viral teen celebrity",NBC News,"Nov 28, 2019",2019-11-28,"Coronavirus · Politics · U.S. News · Opinion · Business · World · Do No Harm. Meet Charli D'Amelio, TikTok's newest viral teen celebrity. Share this —. Search.",https://www.nbcnews.com/pop-culture/viral/meet-charli-d-amelio-tiktok-s-newest-viral-teen-celebrity-n1092626,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Ketamine dose to reduce heavy drinking shows promise,,"Nov 27, 2019",2019-11-27,Coronavirus (COVID-19). Get the latest advice about coronavirus · Home · Behind the Headlines · Medication · Back to Medication ...,https://www.nhs.uk/news/medication/ketamine-dose-reduce-heavy-drinking-shows-promise/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.2,0.5,0.3182
Lab-Evolved E. coli Consume Carbon Dioxide,The Scientist,"Nov 27, 2019",2019-11-27,Cancer Biology · Careers · Cell & Molecular Biology · Clinical Research · Coronavirus · Disease & Medicine · Ecology & Environment · Evolution · Genetics & ...,https://www.the-scientist.com/news-opinion/lab-evolved-e--coli-makes-energy-solely-from-carbon-dioxide-66788,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Drug-Resistant Flu Can Emerge After Patients Take Antiviral,The Scientist,"Nov 26, 2019",2019-11-26,Cancer Biology · Careers · Cell & Molecular Biology · Clinical Research · Coronavirus · Disease & Medicine · Ecology & Environment · Evolution · Genetics & ...,https://www.the-scientist.com/news-opinion/drug-resistant-flu-can-emerge-after-patients-take-antiviral-66785,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.3818
The colour of your booger can tell a lot about your cold,Times of India,"Nov 26, 2019",2019-11-26,"Coronavirus · Coronavirus: Foods which can help bring back loss of smell and taste. Coronavirus: From Amitabh Bachchan to Malaika Arora, celebrities who ...",https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/the-colour-of-your-booger-can-tell-a-lot-about-your-cold/photostory/72241762.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.6,1.0,0.0
Teen's TikTok video about China's Muslim camps goes viral,BBC News,"Nov 26, 2019",2019-11-26,Home · Coronavirus · Video · World · US & Canada · UK · Business · Tech · Science · Stories · Entertainment & Arts. More. Health · In Pictures · Reality Check ...,https://www.bbc.com/news/technology-50559656,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"Veterinarians caution pet owners about coronavirus in dogs, suggest vaccination",Times of India,"Nov 25, 2019",2019-11-25,"CHENNAI: Coronavirus, a highly contagious infection which affects the intestinal tract in dogs, is spreading across the city. Veterinarians say they have seen at ...",https://timesofindia.indiatimes.com/city/chennai/veterinarians-caution-pet-owners-about-coronavirus-in-dogs-suggest-vaccination/articleshow/72216076.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Penis problems you shouldn't ignore,Patient.info,"Nov 25, 2019",2019-11-25,Trending Articles. Trending Article. Coronavirus: how quickly do COVID-19 symptoms develop and how long do they last ...,https://patient.info/news-and-features/penis-problems-you-shouldnt-ignore,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.1506
