month,year,topic,batchLength,textBlobAdjustedLength,vaderAdjustedLength,meanPolarity,meanSubjectivity,meanAdjustedPolarity,meanAdjustedSubjectivity,meanVaderPolarity,meanAdjustedVaderPolarity
11,2020,Biden,50,20,27,0.11319751082251084,0.21593019480519485,0.2829937770562771,0.4898254870129871,0.079556,0.14732592592592592
12,2020,Biden,50,22,28,0.14277489177489175,0.2218095238095238,0.32448839039748123,0.44880952380952377,0.14988800000000002,0.2676571428571429
1,2018,Trump,50,22,24,0.04143867243867245,0.2745786435786436,0.09417880099698284,0.48767873540600815,-0.04763400000000001,-0.09923750000000002
2,2018,Trump,50,11,34,0.028741161616161612,0.11074368686868687,0.1306416437098255,0.49883494031221304,-0.132998,-0.19558529411764708
3,2018,Trump,50,16,38,0.032041245791245794,0.17138131313131313,0.10012889309764311,0.4850457702020202,-0.15212400000000004,-0.2001631578947369
4,2018,Trump,50,20,28,0.09650216450216449,0.24706277056277057,0.24125541125541122,0.5189069264069264,0.03193000000000001,0.057017857142857155
5,2018,Trump,50,12,30,-0.029119047619047614,0.19038095238095237,-0.12132936507936505,0.6265873015873017,-0.056923999999999995,-0.09487333333333332
6,2018,Trump,50,20,30,0.014994733044733042,0.19863297258297255,0.0374868326118326,0.44158243145743137,-0.05727200000000001,-0.09545333333333335
7,2018,Trump,50,15,33,0.06321428571428572,0.1557142857142857,0.21071428571428577,0.4257142857142856,-0.023892000000000007,-0.03620000000000001
8,2018,Trump,50,16,36,-0.002462121212121209,0.21834848484848485,-0.007694128787878778,0.5948390151515152,-0.206068,-0.28620555555555555
