title,media,date,datetime,desc,link,img,textBlob polarity,textBlob subjectivity,vader polarity
Fact-Checking Trump on Baltimore,U.S. News & World Report,"Jul 31, 2019",2019-07-31,Fact-Checking Trump on Baltimore. The president called Rep. Elijah Cummings' Maryland district 'dangerous and filthy.' Here's what the data says about it.,https://www.usnews.com/news/cities/articles/2019-07-31/fact-checking-president-trump-on-his-baltimore-tweets,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Trump firms up plan to import medicines; pharma companies resist,Reuters,"Jul 31, 2019",2019-07-31,"(Reuters) - The Trump administration took a step Wednesday toward allowing importation of medicines from Canada, an action the president has advocated as a ...",https://in.reuters.com/article/us-usa-healthcare-drugpricing/trump-firms-up-plan-to-import-medicines-pharma-companies-resist-idUSKCN1UQ1NP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Trump The Trade Tyrant Targets The WTO,Forbes,"Jul 29, 2019",2019-07-29,"President Donald Trump: next up, French wine and the World Trade Organization. Carolyn Caster/ASSOCIATED PRESS. If China wasn't enough, Europe is back ...",https://www.forbes.com/sites/kenrapoza/2019/07/29/trump-the-trade-tyrant-targets-the-wto/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Trump’s Budget Deficits Could Almost Double Obama’s,Forbes,"Jul 29, 2019",2019-07-29,It appears that President Trump and Congress have reached a deal to increase the debt limit and a two-year budget that will substantially increase the yearly ...,https://www.forbes.com/sites/chuckjones/2019/07/29/trumps-budget-deficits-could-almost-double-obamas/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Republican Senators Are Cool to Trump’s Choice for Top Intelligence Post,The New York Times,"Jul 29, 2019",2019-07-29,"Trump's pick, Representative John Ratcliffe of Texas, could face an uphill battle, Senate Republicans said in private conversations. Several said they wanted to ...",https://www.nytimes.com/2019/07/29/us/politics/trump-ratcliffe-national-intelligence.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.425,0.575,0.7351
Trump Signs Deal To Limit Asylum Claims From Guatemala,NPR,"Jul 26, 2019",2019-07-26,"President Trump announced Friday that Guatemala has agreed to sign a so-called ""safe third country asylum agreement"" as part of Trump's strategy for reducing ...",https://www.npr.org/2019/07/26/745727128/trump-signs-agreement-with-guatemala-to-limit-asylum-seekers,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"Did Trump Achieve 3% Growth in 2018? Target Not Met, Per New Data",Bloomberg,"Jul 26, 2019",2019-07-26,"That compares with a previous estimate of 3% and an upwardly revised 2.8% in 2017, the first year of Trump's presidency.",https://www.bloomberg.com/news/articles/2019-07-26/trump-s-3-growth-feat-in-2018-undone-by-annual-data-revisions,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.13636363636363635,0.45454545454545453,0.3818
Supreme court allows Trump to use $2.5bn in Pentagon funds for border wall,The Guardian,"Jul 26, 2019",2019-07-26,"Trump celebrated the ruling on Twitter. Wow! Big VICTORY on the Wall. The United States Supreme Court overturns lower court injunction, allows Southern Border ...",https://www.theguardian.com/us-news/2019/jul/26/trump-border-wall-supreme-court,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.5574
How Trump ended up in front of a presidential seal doctored to include a Russian symbol,Washington Post,"Jul 25, 2019",2019-07-25,"At first glance, there was nothing unusual about President Trump's introduction Tuesday at Turning Point USA's student summit. In many ways, it mirrored the ...",https://www.washingtonpost.com/politics/2019/07/25/how-did-trump-end-up-front-presidential-seal-doctored-include-russian-symbol/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Federal judge in California halts Trump’s latest asylum ban,Washington Post,"Jul 24, 2019",2019-07-24,A federal judge in San Francisco temporarily blocked a new Trump administration policy Wednesday that sought to bar Central Americans and other migrants ...,https://www.washingtonpost.com/local/legal-issues/federal-judge-allows-trump-administration-rule-restricting-asylum-access-to-continue/2019/07/24/eec83cfe-adba-11e9-8e77-03b30bc29f64_story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.5,0.9,-0.5574
