title,media,date,datetime,desc,link,img,textBlob polarity,textBlob subjectivity,vader polarity
Biden joins Md. Democrats to rally behind Ben Jealous' campaign for governor,Baltimore Sun,"Jun 30, 2018",2018-06-30,Former Vice President Joe Biden joined Maryland Democrats Saturday night at Camden Yards to rally support for Ben Jealous as he mounts his campaign ...,https://www.baltimoresun.com/politics/bs-md-joe-biden-democrats-20180630-story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.4,0.7,-0.4588
Joe Biden had plenty to say about President Trump during a stop at an Ohio barber shop,USA TODAY,"Jun 29, 2018",2018-06-29,Biden's visit to the Beyond Image barber shop in Cincinnati's Camp Washington neighborhood had the look and feel of a campaign stop because it was — he was ...,https://www.usatoday.com/story/news/politics/2018/06/29/joe-biden-criticizes-president-trump-cincinnati/747499002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.296
Terry Crews Backed By Gabrielle Union & Joe Biden In Sexual Assault Testimony,Deadline,"Jun 29, 2018",2018-06-29,The verse-like call-out from the Deadpool 2 actor was quickly backed up with tweets from Biden and Union. We need more men like @terrycrews who will stand up ...,https://deadline.com/2018/06/terry-crews-sexual-assault-testimony-joe-biden-gabrielle-union-support-wme-1202419675/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.5,0.8333333333333334,-0.5719
What Happened With Merrick Garland In 2016 And Why It ...,NPR,"Jun 29, 2018",2018-06-29,"For his part, McConnell argued that the Democrats had at least contemplated a similar tactic back in 1992, when Obama's vice president, Joe Biden, was ...",https://www.npr.org/2018/06/29/624467256/what-happened-with-merrick-garland-in-2016-and-why-it-matters-now,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Joe Biden and Hillary Clinton top 2020 Democratic presidential candidates in new poll,USA TODAY,"Jun 27, 2018",2018-06-27,"With more than two years to go before the next presidential election, former Vice President Joe Biden is the early favorite to represent the Democrats and try to ...",https://www.usatoday.com/story/news/politics/onpolitics/2018/06/27/democrat-2020-field-poll/740370002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.3181818181818182,0.4772727272727273,0.2023
Joe Biden says Romanian Govt. tries to dismantle anti ...,Romania-Insider.com,"Jun 27, 2018",2018-06-27,"In a recent speech at a conference in Copenhagen, the former U.S. Vice President Joe Biden has criticized the “demagogues and charlatans” who use people's ...",https://www.romania-insider.com/joes-biden-romanian-govt-anti-corruption,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.1,0.4,-0.3182
Connelly: Biden big favorite for Democrats' 2020 nomination -- poll,seattlepi.com,"Jun 27, 2018",2018-06-27,"Former Vice President Joe Biden is favored for the 2020 Democratic presidential nomination in what might be called a ""contest of the geezers,"" according to a ...",https://www.seattlepi.com/local/politics/article/Connelly-Biden-big-favorite-for-Democrats-2020-13031350.php,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.25,0.55,0.4588
Biden family sells Florida island vacation home,KOKI FOX 23,"Jun 27, 2018",2018-06-27,"NAPLES, Fla. — The Keewaydin Island vacation home of Joe Biden's brother, known as the ""Biden Bungalow,"" sold quietly for $1.35 million in February to the ...",https://www.fox23.com/news/national-news/biden-family-sells-florida-island-vacation-home/778448877/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Biden family's Keewaydin vacation home sold for $1.35 million to local architects,Naples Daily News,"Jun 27, 2018",2018-06-27,"The home that once belonged to Jim and Sara Biden on Keewaydin Island photographed on Feb. The Keewaydin Island vacation home of Joe Biden's brother, ...",https://www.naplesnews.com/story/money/real-estate/2018/06/27/biden-familys-keewaydin-vacation-home-sells-1-35-m-architecture-firm-naples-buyer-florida/698194002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Was Joe Biden Refused Service at 'Crumb and Get It' in 2012?,Snopes.com,"Jun 27, 2018",2018-06-27,"Chris McMurray had just opened his bakery, Crumb and Get It, Wednesday morning when he received a visit from Biden's advance team asking if he'd host the ...",https://www.snopes.com/fact-check/was-biden-refused-service-in-2012/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.296
Biden leads 2020 Dem field in new poll | TheHill,The Hill,"Jun 27, 2018",2018-06-27,Biden is the clear leader in Harvard CAPS/Harris's June poll with support from 32 percent of Democrats polled. Hillary Clinton ...,https://thehill.com/homenews/campaign/394388-biden-leads-2020-dem-field-in-new-poll,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.13636363636363635,0.45454545454545453,0.0
Why Joseph Crowley’s Defeat Should Scare Joe Biden,The Atlantic,"Jun 27, 2018",2018-06-27,"It's also a story of ideological succession. And if I were former Vice President Joe Biden mulling a presidential bid in 2020, that would worry me a great deal.",https://www.theatlantic.com/ideas/archive/2018/06/why-joseph-crowleys-defeat-should-scare-joe-biden/563885/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.7351
JOE BIDEN to BOOST Dems at STATE FAIR — RAUNER's ...,Politico,"Jun 27, 2018",2018-06-27,"Bringing in Biden is part of the Blue Wave Illinois initiative, aimed at building enthusiasm before the November midterms and recruiting Democrats to run for local ...",https://www.politico.com/newsletters/illinois-playbook/2018/06/27/joe-biden-to-boost-dems-at-state-fair-rauners-apology-quinn-tries-to-term-limit-rahm-281818,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.7,0.9,0.7555
