month,year,topic,batchLength,textBlobAdjustedLength,vaderAdjustedLength,meanPolarity,meanSubjectivity,meanAdjustedPolarity,meanAdjustedSubjectivity,meanVaderPolarity,meanAdjustedVaderPolarity
1,2020,Intel,50,22,17,0.050013131313131315,0.24821414141414141,0.1136662075298439,0.4504866850321395,-0.002612000000000001,-0.0076823529411764735
2,2020,Intel,50,24,21,0.05446753246753246,0.2563520923520924,0.11347402597402596,0.4674001924001925,0.006911999999999997,0.01645714285714285
3,2020,Intel,50,20,24,0.0676228354978355,0.25512770562770565,0.16905708874458875,0.5253192640692641,-0.049726,-0.10359583333333333
4,2020,Intel,50,25,24,0.14593813131313133,0.31308080808080807,0.29187626262626265,0.6161616161616161,0.059590000000000004,0.12414583333333334
5,2020,Intel,50,20,23,0.05854978354978355,0.22246753246753248,0.14637445887445888,0.5153354978354978,0.057412,0.12480869565217391
6,2020,Intel,50,20,21,0.056018939393939385,0.23092424242424245,0.14004734848484846,0.5035606060606062,0.0013240000000000046,0.0031523809523809634
7,2020,Intel,50,21,18,0.06380303030303029,0.18145454545454548,0.1519119769119769,0.38759018759018754,0.066632,0.1850888888888889
8,2020,Intel,50,21,26,0.12044242424242425,0.2767393939393939,0.2867676767676768,0.5469985569985569,0.07739800000000001,0.14884230769230772
9,2020,Intel,50,25,18,0.08217424242424244,0.23788636363636365,0.16434848484848488,0.47310606060606064,0.086094,0.23915000000000003
10,2020,Intel,50,24,24,0.04167424242424241,0.19519191919191914,0.08682133838383836,0.39414983164983153,0.034784,0.07246666666666667
11,2020,Intel,50,24,21,0.0750939393939394,0.2790575757575758,0.15644570707070707,0.4969949494949495,0.01727000000000001,0.041119047619047645
12,2020,Intel,50,22,23,0.07575353535353535,0.2832572871572871,0.17216712580348942,0.5528574708120162,0.062108,0.1350173913043478
1,2020,AMD,50,25,16,0.07957525252525252,0.2916545454545455,0.15915050505050504,0.5133090909090909,0.028874,0.09023125
2,2020,AMD,50,25,19,0.15173053613053614,0.33967913752913753,0.3034610722610723,0.539358275058275,0.081088,0.2133894736842105
3,2020,AMD,50,12,24,0.06208441558441558,0.2127813852813853,0.25868506493506493,0.5428391053391054,0.024592,0.05123333333333333
4,2020,AMD,50,24,22,0.044234848484848495,0.24272727272727274,0.09215593434343437,0.4910984848484848,-0.009911999999999999,-0.022527272727272726
5,2020,AMD,50,26,29,0.11246969696969698,0.2872045454545455,0.2162878787878788,0.5324446386946388,0.067242,0.11593448275862069
6,2020,AMD,50,27,20,0.10539393939393941,0.2663030303030304,0.19517396184062855,0.4931537598204266,0.09462799999999999,0.23657
7,2020,AMD,50,20,21,0.05248582251082252,0.19706901154401152,0.1312145562770563,0.46642252886002866,0.041798,0.09951904761904762
8,2020,AMD,50,24,23,0.15025043290043294,0.2944887445887446,0.31302173520923526,0.5812265512265512,0.092334,0.20072608695652172
9,2020,AMD,50,21,25,0.07826666666666665,0.21864999999999998,0.1863492063492063,0.49380952380952375,0.03895999999999999,0.07791999999999998
10,2020,AMD,50,22,20,0.07485656565656562,0.23234040404040399,0.1701285583103764,0.4644100091827364,-0.028995999999999994,-0.07248999999999999
11,2020,AMD,50,21,24,0.06654978354978354,0.28605844155844157,0.1584518655947227,0.5608534322820038,0.088652,0.18469166666666667
12,2020,AMD,50,23,22,0.09457142857142857,0.24385714285714286,0.20559006211180125,0.4793995859213251,0.077624,0.1764181818181818
1,2020,Nvidia,50,22,22,0.0810594696969697,0.2350787878787879,0.18422606749311293,0.43881542699724513,0.052833999999999985,0.1200772727272727
2,2020,Nvidia,50,22,23,0.0491020202020202,0.27640303030303026,0.11159550045913683,0.4872796143250689,0.064586,0.14040434782608696
3,2020,Nvidia,50,22,33,0.08403535353535352,0.28852525252525246,0.19098943985307618,0.4773301193755739,0.09362,0.14184848484848486
4,2020,Nvidia,50,22,27,0.07041464646464647,0.2724060606060606,0.16003328741965106,0.5963774104683197,0.13506800000000005,0.250125925925926
5,2020,Nvidia,50,23,23,0.04017871572871573,0.24374227994227993,0.08734503419286029,0.5255266955266955,0.11399799999999999,0.24782173913043476
6,2020,Nvidia,50,24,27,0.14103452380952383,0.22775119047619052,0.29382192460317463,0.46198164682539694,0.09102600000000001,0.16856666666666667
7,2020,Nvidia,50,15,22,0.08995286195286196,0.2062070707070707,0.29984287317620656,0.614023569023569,0.023458000000000007,0.053313636363636376
8,2020,Nvidia,50,22,21,0.09552467532467533,0.28080685425685425,0.21710153482880756,0.5620610324019416,0.04571,0.10883333333333332
9,2020,Nvidia,50,11,17,0.06395670995670995,0.14524458874458868,0.2907123179850452,0.5124754033844942,-0.008868,-0.02608235294117647
10,2020,Nvidia,50,18,21,0.11066709956709958,0.23105757575757577,0.30740860990860996,0.5256228956228955,0.040164,0.09562857142857142
11,2020,Nvidia,50,24,22,0.104015873015873,0.2608392857142857,0.21669973544973542,0.4496651785714287,0.07983599999999999,0.18144545454545452
12,2020,Nvidia,50,21,27,0.02319859307359307,0.21207467532467536,0.055234745413316834,0.45255875077303653,0.067912,0.12576296296296297
