title,media,date,datetime,desc,link,img,textBlob polarity,textBlob subjectivity,vader polarity
JAPANESE ANIME 'DEMON SLAYER' BECOMES 2nd TOP GROSSING MOVIE IN THE COUNTRY,Industry Global News 24,3 weeks ago,2020-12-03 16:46:43.791901,Japanese anime 'Demon Slayer' becomes the 2nd top-grossing movie in the country. · The film had grossed 27.51 billion yen in Japan alone. · The other box-office ...,https://www.industryglobalnews24.com/japanese-anime-demon-slayer-becomes-2nd-top-grossing-movie-in-the-country,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.16666666666666666,0.16666666666666666,0.128
Tennis ace Naomi Osaka to star in Japanese manga series aimed at teenage girls,Scroll.in,3 weeks ago,2020-12-03 16:46:43.784920,Japan's major-winning tennis player Naomi Osaka has welcomed a new manga comic-book series where she will star as a cartoon character in a magazine ...,https://scroll.in/field/979911/tennis-ace-naomi-osaka-to-star-in-japans-manga-comic-book-series-aimed-at-teenage-girls,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"""Demon Slayer"" reaches 2nd on Japan's all-time box-office ...",Kyodo News Plus,3 weeks ago,2020-12-03 16:46:42.643789,"An animated movie based on the blockbuster ""Demon Slayer"" manga series has ... the sequel to an anime television series aired in Japan last year, was already ...",https://english.kyodonews.net/news/2020/11/a652b268f886-demon-slayer-reaches-2nd-on-japans-all-time-box-office-sales-list.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0516
"Anime Industry Grew To Record $24.1 Billion In 2019, Says ...",Cartoon Brew,4 weeks ago,2020-11-26 16:46:47.690132,"Image at top: “Rilakkuma and Kaoru,” a series from Japan's San-X and Dwarf Studio, which premiered on Netflix in 2019. Animation news you can use. Support ...",https://www.cartoonbrew.com/business/anime-industry-grew-to-record-24-1-billion-in-2019-says-trade-body-199002.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Is 'Demon Slayer' too violent for children?,,4 weeks ago,2020-11-26 16:46:42.648741,"1 Japanese blockbuster of all time. In terms of success, the future couldn't be brighter for the anime and its 10-year old protagonist Tanjiro Kamado. However, an ...",https://www.japantimes.co.jp/news/2020/11/28/national/media-national/demon-slayer-violent-for-kids/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.8,1.0,-0.5994
Conversations with Dr. Thomas Lamarre,The Chicago Maroon,4 weeks ago,2020-11-26 16:46:42.644781,"AS: On that note, how does anime play into Japan's cultural presentation? TL: The government wants to harness anime and manga and games and fashion under ...",https://www.chicagomaroon.com/article/2020/11/28/conversations-dr-thomas-lamarre/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
City in Japan receives donation for kids with letter signed by two ultra-popular anime characters,SoraNews24,1 month ago,2020-11-24 16:46:47.689133,"While Japanese entertainment fiction isn't completely devoid of internally conflicted protagonists and messy, murky themes, many of the most popular anime ...",https://soranews24.com/2020/11/11/city-in-japan-receives-donation-for-kids-with-letter-signed-by-two-ultra-popular-anime-characters/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"TXT share new song, 'Your Light,' theme song of K-drama, Live On –",Bandwagon,1 month ago,2020-11-24 16:46:47.687138,"Prior to this, TXT had also taken part in creating the soundtrack for Black Cover, a Japanese anime series with their track, 'Everlasting Sunshine'.",https://www.bandwagon.asia/articles/txt-tomorrow-x-together-drop-your-light-as-theme-soundtrack-ost-song-of-jtbc-korean-k-drama-live-on-2020,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.22424242424242424,0.5515151515151515,0.296
Kyoto man arrested for opening packs of Demon Slayer key chains until finding one he wanted,SoraNews24,1 month ago,2020-11-24 16:46:47.685148,"Like many anime-themed trinkets and figures of this kind sold in convenience stores and supermarkets, packages often randomly contain one of six or so types ...",https://soranews24.com/2020/11/23/kyoto-man-arrested-for-opening-packs-of-demon-slayer-key-chains-until-finding-one-he-wanted/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,1.0,-0.4767
Studio Ghibli's Toshio Suzuki on Hayao Miyazaki and Totoro,CNA,1 month ago,2020-11-24 16:46:47.683149,"Oscar-nominated Japanese anime director Isao Takahata, who co-founded the Studio Ghibli and was best known for his work Grave of the Fireflies. (Photo: ...",https://www.channelnewsasia.com/news/lifestyle/studio-ghibli-toshio-suzuki-hayao-miyazaki-13506440,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"The 10 Most Popular Romance Anime, According To MyAnimeList | CBR",CBR,1 month ago,2020-11-24 16:46:47.680157,"However, as Japanese anime have proven time and again, there is plenty of room within the cartoon pantheon for more grounded direction and dramas, with ...",https://www.cbr.com/the-10-most-popular-romance-anime-according-to-myanimelist/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.55,0.7,0.7889
‘Demon Slayer’ Japanese Animation Rewrites Taiwan Box Office Records,Variety,1 month ago,2020-11-24 16:46:47.679162,Taiwanese audiences have lapped up Japanese anime film “Demon Slayer – The Movie: Mugen Train” in unprecedented numbers. The film was already a ...,https://variety.com/2020/film/asia/demon-slayer-japan-animation-rewrites-taiwan-box-office-1234834569/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Anime Festival Asia S'pore to be held online in Dec. 2020 due ...,Mothership.sg,1 month ago,2020-11-24 16:46:47.677169,The C3AFA (Anime Festival Asia) Singapore 2020 physical event has been ... in past years included popular J-Pop artists such as LiSA and Japanese comedian ...,https://mothership.sg/2020/11/afa-2020-online-covid-19/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.125,0.375,0.4939
