title,media,date,datetime,desc,link,img,textBlob polarity,textBlob subjectivity,vader polarity
"In Japan, you can have your dream wedding featuring your ...",Time Out,"Aug 31, 2020",2020-08-31,"In Japan, you can have your dream wedding featuring your favourite cartoon characters. Love both your partner and anime? Hello Kitty, Rilakkuma and Sailor ...",https://www.timeout.com/tokyo/news/in-japan-you-can-have-your-dream-wedding-featuring-your-favourite-cartoon-characters-083120,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.25
"Meet Narmak, Creator of the Viral SpongeBob Anime ...",The Diplomat,"Aug 31, 2020",2020-08-31,"Narmak adopted the Japanese term “Suponji Bobu” (スポンジ・ボブ) for his anime interpretation of the beloved American animated series, “SpongeBob ...",https://thediplomat.com/2020/08/meet-narmak-creator-of-the-viral-spongebob-anime-suponjibobu/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"Security law: Hong Kong’s artists resist censorship, continue sharing dissident art online",Hong Kong Free Press,"Aug 30, 2020",2020-08-30,"The dialogue was in Japanese for what she described as “political comics designed for Otakus” — people who are fans of Japanese anime, manga, and other ...",https://hongkongfp.com/2020/08/30/security-law-hong-kongs-artists-resist-censorship-continue-sharing-dissident-art-online/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.6369
Japanese animation dominates industry,Walterboro Live,"Aug 29, 2020",2020-08-29,But what makes Anime so cool? Japanese animation is popular for many reasons: characters you can emotionally invest in; music you sing instinctively to yourself; ...,"https://walterborolive.com/stories/japanese-animation-dominates-industry,32769","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0516
Manga City Tokyo is the most comprehensive exhibition to ...,Time Out,"Aug 28, 2020",2020-08-28,"The portrayal of anime and manga characters is a reflection of Japanese society. As such, it can provide profound historical insight on how Tokyo's culture ...",https://www.timeout.com/tokyo/news/manga-city-tokyo-is-the-most-comprehensive-exhibition-to-date-on-japanese-manga-and-anime-082820,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.5,0.5,0.3167
"One Piece anime/manga creator says when he wants the series to end, promises it’ll be “amazing”",SoraNews24,"Aug 28, 2020",2020-08-28,"Bringing you yesterday's news from Japan and Asia, today. RocketNews24 Japanese.",https://soranews24.com/2020/08/28/one-piece-anime-manga-creator-says-when-he-wants-series-to-end-promises-itll-be-amazing/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.4,0.5,0.3818
Top 3 Japanese anime picks on Amazon Prime Video,Amazon Adviser,"Aug 26, 2020",2020-08-26,"Japanese anime has been around for many years, dating back to 1906. Not having access to film, the first animation pictures were drawn on stills and moved ...",https://amazonadviser.com/2020/08/26/top-three-japanese-anime-picks-on-amazon-prime-video/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.25,0.25,0.3612
This Japanese Citys Manholes Are Decorated With Anime Characters And Have Another Surprise Feature,Rojak Daily,"Aug 25, 2020",2020-08-25,"An unsightly element. Knowing that they cannot do away with it altogether, a city in Japan decided to pretty them up with anime characters instead.",https://rojakdaily.com/lifestyle/article/10371/this-japanese-city-s-manholes-are-decorated-with-anime-characters-and-have-another-surprise-feature,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.2732
Insights: Crunchyroll Shows How To Build A Giant Audience For A “Niche” Channel,Tubefilter,"Aug 25, 2020",2020-08-25,"This week, the service–which is focused on the $20 billion Japanese anime ... They also get new shows on the same day the series premiere in Japan, usually ...",https://www.tubefilter.com/2020/08/25/insights-crunchyroll-new-subscription-tiers/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,1.0,0.0
Netflix's animated Dragon's Dogma series gets first trailer,Eurogamer.net,"Aug 25, 2020",2020-08-25,Netflix's Dragon's Dogma adaptation is being made by Japanese studio Sublimation - meaning that unlike the myriad other animated series Netflix has liberally ...,https://www.eurogamer.net/articles/2020-08-25-netflixs-animated-dragons-dogma-series-gets-its-first-trailer,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.25,0.3333333333333333,0.0
