title,media,date,datetime,desc,link,img,textBlob polarity,textBlob subjectivity,vader polarity
"A South Korean drama that may yet alter hearts, minds of ...",Asahi Shimbun,"Jul 31, 2020",2020-07-31,"The sprinkling of North Korean defectors living in South Korea who have watched the drama series unfold say it offers hope for the future, especially if copies make ...",http://www.asahi.com/ajw/articles/13532595,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.6486
TikTok 'enTRAPs' users with immersive K-drama experience,Marketing Interactive,"Jul 30, 2020",2020-07-30,"Short-form video app TikTok has unveiled the first episode of its new Korean drama TRAP today, in a mission to inspire creativity and bring joy to K-drama fans.",https://www.marketing-interactive.com/tiktok-entraps-users-with-first-immersive-korean-drama-experience,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
"Attention K-drama lovers, here is a chance to show your love",The Independent,"Jul 30, 2020",2020-07-30,The Korean Embassy in Singapore is launching the K-Drama SG Online Fest where fans of Korean drama can be creative by sharing their favourite Korean ...,https://theindependent.sg/attention-k-drama-lovers-here-is-a-chance-to-show-your-love/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.5,0.6,0.8625
‘Flower Of Evil’ K-Thriller Delivers Monsters That Hide In Plain Sight,Forbes,"Jul 30, 2020",2020-07-30,"The tvN drama's opening scene is so frightening that it could be a nightmare, but it might also be an omen. In this scene Baek Hee-sung, played by Lee Jun-ki, ...",https://www.forbes.com/sites/joanmacdonald/2020/07/30/flower-of-evil-k-thriller-delivers-monsters-that-hide-in-plain-sight/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.6071428571428571,0.6785714285714286,-0.1779
Vincenzo: 2PM member Taecyeon to play a charismatic villain in Song Joong Ki's new K drama,PINKVILLA,"Jul 30, 2020",2020-07-30,Taecyeon's last K-drama was The Game: Towards Zero which concluded in March 2020. While Soompi had earlier reported that Vincenzo is looking at a ...,https://www.pinkvilla.com/entertainment/hollywood/vincenzo-2pm-member-taecyeon-play-charismatic-villain-song-joong-kis-new-k-drama-553324,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.3181818181818182,0.7272727272727273,-0.296
Captain Ri’s noodles and other vegetarian K-drama recipes,Philippine Star,"Jul 30, 2020",2020-07-30,Any Korean drama (K-drama) fan knows that one significant side effect of watching these shows is developing an irresistible craving for Korean food.,https://www.philstar.com/lifestyle/food-and-leisure/2020/07/30/2031509/captain-ris-noodles-and-other-vegetarian-k-drama-recipes,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.125,0.375,0.0
13 Best Korean Dramas on Netflix 2020 - Korean TV Shows ...,TownandCountrymag.com,"Jul 29, 2020",2020-07-29,"Below are the most entertaining K-dramas to watch on the streaming service, from a charming romantic comedy-slash-thriller to a stunning period piece.",https://www.townandcountrymag.com/leisure/arts-and-culture/g33302077/best-korean-dramas-on-netflix/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",1.0,0.3,0.6369
You'll Never Guess Which K-Drama Was More Popular Than ...,TODAYonline,"Jul 28, 2020",2020-07-28,"These include dramas from Korea's major free-to-air stations such as SBS, KBS and MBC, as well as cable channels like tvN and JTBC. According to reports, ...",https://www.todayonline.com/8days/sceneandheard/entertainment/youll-never-guess-which-k-drama-was-more-popular-crash-landing-you,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.55,0.7,0.4754
'The Flower Of Evil': What happens when a serial killer marries ...,The Star Online,"Jul 28, 2020",2020-07-28,K-drama 'The Flower Of Evil': What happens when a serial killer marries a detective? AddThis Sharing Buttons. Share to Facebook Share to Twitter Share to ...,https://www.thestar.com.my/lifestyle/entertainment/2020/07/28/k-drama-039the-flower-of-evil039-what-happens-when-a-serial-killer-marries-a-detective,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-1.0,1.0,-0.8658
"#Showbiz: Arrested, chained if caught watching K-drama in ...",New Straits Times Online,"Jul 27, 2020",2020-07-27,It was previously reported that its Supreme Leader Kim Jong Un had initially wanted capital punishment for those found watching K-dramas from South Korea.,https://www.nst.com.my/lifestyle/groove/2020/07/612245/showbiz-arrested-chained-if-caught-watching-k-drama-north-korea,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.4767
